name,base_name,stream_id,source,epg_id,score,method
PRIME: AMC THRILLERS RAW,AMC THRILLERS,,pass3_roku,ee3feca0341056b7ac74c27e37ef085f,100.0,pass3-exact
PRIME: AMERICA'S TEST KITCHEN RAW,AMERICA'S TEST KITCHEN,,pass3_pluto,5e84f54a82f05300080e6746,100.0,pass3-exact
PRIME: AMERICAN CRIMES RAW,AMERICAN CRIMES,,us2,American.Crimes.us2,98.0,exact
PRIME: AMERICAN GLADIATORS RAW,AMERICAN GLADIATORS,,pass3_roku,cf7c191b9f2a4207cf119fb095e965e7,100.0,pass3-exact
PRIME: AMERICAN NINJA WARRIOR RAW,AMERICAN NINJA WARRIOR,,pass3_samsung,US19000017A,100.0,pass3-exact
PRIME: ANCIENT ALIENS RAW,ANCIENT ALIENS,,pass3_pluto,6887a8fd8e92b5e0a7244e88,100.0,pass3-exact
PRIME: ANGER MANAGEMENT RAW,ANGER MANAGEMENT,,pass3_samsung,US1900015FR,100.0,pass3-exact
PRIME: ANIMATION FAVORITES RAW,ANIMATION FAVORITES,,amazon_direct,amazon::Animation Favorites,100.0,amazon-exact
PRIME: ANIME X HIDIVE RAW,ANIME X HIDIVE,,pass3_pluto,6793eaa4bc03978b9bc63db1,100.0,pass3-exact
PRIME: ANTIQUES ROAD TRIP RAW,ANTIQUES ROAD TRIP,,pass3_pluto,615b8ec39e878900073f419a,100.0,pass3-exact
PRIME: ANTIQUES ROADSHOW UK RAW,ANTIQUES ROADSHOW UK,,pass3_pluto,5ce44810b421747ae467b7cd,100.0,pass3-exact
PRIME: ARE WE THERE YET? RAW,ARE WE THERE YET?,,pass3_roku,1c235612cec3540f85bb5e2bf7982047,100.0,pass3-exact
PRIME: AT HOME WITH FAMILY HANDYMAN RAW,AT HOME WITH FAMILY HANDYMAN,,plex,plex.tv.At.Home.with.Family.Handyman.plex,95.0,fuzzy
PRIME: AT THE MOVIES RAW,AT THE MOVIES,,us2,ATN.Movies.us2,94.7,fuzzy
PRIME: ATRESERIES RAW,ATRESERIES,,us2,Atreseries.us2,98.0,exact
PRIME: AWE PLUS RAW,AWE PLUS,,us2,AWE.Plus.us2,98.0,exact
PRIME: AX MEN RAW,AX MEN,,pass3_roku,363db0b37f315e52b2ba9e1015f417b5,100.0,pass3-exact
PRIME: BACHELOR NATION RAW,BACHELOR NATION,,pass3_plex_mjh,6a1610bebdf296985fd95603-69d94094a5c870fb1e88f877,100.0,pass3-exact
PRIME: BAD GIRLS CLUB RAW,BAD GIRLS CLUB,,pass3_pluto,654932fa4d6d8f00084c4723,100.0,pass3-exact
PRIME: BAYWATCH RAW,BAYWATCH,,pass3_roku,ab47c5037be851e6a929a4d09daafeac,100.0,pass3-exact
PRIME: BBC AMERICA RAW,BBC AMERICA,,amazon_direct,amazon::BBC America,100.0,amazon-exact
PRIME: BBC COMEDY RAW,BBC COMEDY,,pass3_samsung,US4500009VV,100.0,pass3-exact
PRIME: BBC EARTH RAW,BBC EARTH,,pass3_australia,BBCEarth.au,100.0,pass3-exact
PRIME: BBC FIRST RAW,BBC FIRST,,pass3_canada,BBC.First.ca2,100.0,pass3-exact
PRIME: BBC FOOD RAW,BBC FOOD,,pass3_roku,b5d43356a7fc515f996493fcd52a84c6,100.0,pass3-exact
PRIME: BBC NEWS RAW,BBC NEWS,,pass3_uk,BBC.NEWS.HD.uk,100.0,pass3-exact
PRIME: BBC TRAVEL RAW,BBC TRAVEL,,pass3_plex_mjh,6a1610bebdf296985fd95603-65622eddb7d737841f30a4fd,100.0,pass3-exact
PRIME: BEACH DAY RAW,BEACH DAY,,pass3_pluto,68bb162bb3900870ec364cbe,100.0,pass3-exact
PRIME: BEIN SPORTS 1 RAW,BEIN SPORTS 1,,pass3_australia,beINSports1.au,100.0,pass3-exact
PRIME: BEIN SPORTS 2 RAW,BEIN SPORTS 2,,pass3_australia,beINSports2.au,100.0,pass3-exact
PRIME: BEIN SPORTS 3 RAW,BEIN SPORTS 3,,pass3_australia,beINSports3.au,100.0,pass3-exact
PRIME: BET X TYLER PERRY COMEDY RAW,BET X TYLER PERRY COMEDY,,amazon_direct,amazon::BET x Tyler Perry Comedy,100.0,amazon-exact
PRIME: BET X TYLER PERRY DRAMA RAW,BET X TYLER PERRY DRAMA,,plex,plex.tv.BET.x.Tyler.Perry.Drama.plex,95.0,fuzzy
PRIME: BEYOND BELIEF RAW,BEYOND BELIEF,,pass3_plex_mjh,6a1610bebdf296985fd95603-64f101b1c4b308f2fe3e7c0c,100.0,pass3-exact
PRIME: BIG 12 STUDIOS RAW,BIG 12 STUDIOS,,pass3_samsung,US37000017A,100.0,pass3-exact
PRIME: BILLIARD TV RAW,BILLIARD TV,,us2,Billiard.TV.us2,98.0,exact
PRIME: BIONIC WOMAN RAW,BIONIC WOMAN,,pass3_rakuten,FI:.Bionic.Woman.be,95.0,pass3-fuzzy
PRIME: BIZARRE FOODS WITH ANDREW ZIMMERN RAW,BIZARRE FOODS WITH ANDREW ZIMMERN,,plex,plex.tv.Bizarre.Foods.with.Andrew.Zimmern.plex,95.0,fuzzy
PRIME: BLACK VOICES RAW,BLACK VOICES,,amazon_direct,amazon::Black Voices,100.0,amazon-exact
PRIME: BLOOMBERG ORIGINALS RAW,BLOOMBERG ORIGINALS,,pass3_rakuten,FR:.Bloomberg.Originals.be,95.0,pass3-fuzzy
PRIME: BLOOMBERG TV+ RAW,BLOOMBERG TV+,,pass3_rakuten,UK:.Bloomberg.TV+.be,95.0,pass3-fuzzy
PRIME: BONDI RESCUE RAW,BONDI RESCUE,,pass3_plex_mjh,6a1610bebdf296985fd95603-69ae4f38e657bab5f7a9b7ec,100.0,pass3-exact
PRIME: BOOMERANG RAW,BOOMERANG,,us2,Boomerang.us2,98.0,exact
PRIME: BOSTON 25 NEWS (FOX) RAW,BOSTON 25 NEWS (FOX),,pass3_roku,bf6c0073422758408e9336eaefbf77db,95.0,pass3-fuzzy
PRIME: BOUNCEXL RAW,BOUNCEXL,,pass3_pluto,6176fd25e83a5f0007a464c9,99.0,pass3-compact
PRIME: BRAVO RAW,BRAVO,,us2,Bravo.HD.us2,98.0,exact
PRIME: BRAVO VAULT RAW,BRAVO VAULT,,pass3_pluto,6549310a53fc97000838fcc9,100.0,pass3-exact
PRIME: BRITBOX MYSTERIES RAW,BRITBOX MYSTERIES,,pass3_pluto,60f5d389985a0c0007357304,100.0,pass3-exact
PRIME: BUZZFEED UNSOLVED RAW,BUZZFEED UNSOLVED,,pass3_samsung,US2600022YJ,100.0,pass3-exact
PRIME: BUZZR RAW,BUZZR,,pass3_pluto,5812bfbe4ced4f7b601b12e6,100.0,pass3-exact
PRIME: CAR CHASE RAW,CAR CHASE,,pass3_pluto,65244c403fd33c0008ffff31,100.0,pass3-exact
PRIME: CARTOON NETWORK RAW,CARTOON NETWORK,,us2,Cartoon.Network.HD.us2,98.0,exact
PRIME: CARTOONITO RAW,CARTOONITO,,pass3_uk,Cartoonito.uk,100.0,pass3-exact
PRIME: CASO CERRADO RAW,CASO CERRADO,,pass3_samsung,US1800004S5,100.0,pass3-exact
PRIME: CBC NEWS RAW,CBC NEWS,,pass3_canada,CBC.News.Network.HD.ca2,100.0,pass3-exact
PRIME: CBS AUSTIN NEWS (KEYE) RAW,CBS AUSTIN NEWS (KEYE),,locals,KEYE-DT.us_locals1,99.0,callsign
PRIME: CBS CINCINNATI NEWS (WKRC) RAW,CBS CINCINNATI NEWS (WKRC),,locals,WKRC-DT.us_locals1,99.0,callsign
PRIME: CBS EL PASO NEWS (KDBC) RAW,CBS EL PASO NEWS (KDBC),,locals,KDBC-DT.us_locals1,99.0,callsign
PRIME: CBS GRAND RAPIDS (WWMT) RAW,CBS GRAND RAPIDS (WWMT),,locals,WWMT-DT.us_locals1,99.0,callsign
PRIME: CBS HARRISBURG (WHP) RAW,CBS HARRISBURG (WHP),,locals,WHP-DT.us_locals1,99.0,callsign
PRIME: CBS NASHVILLE (WTVF) RAW,CBS NASHVILLE (WTVF),,locals,WTVF-DT.us_locals1,99.0,callsign
PRIME: CBS NEWS 24/7 RAW,CBS NEWS 24/7,,pass3_pluto,5a6b92f6e22a617379789618,100.0,pass3-exact
PRIME: CBS NEWS BAY AREA RAW,CBS NEWS BAY AREA,,pass3_pluto,5eb1afb21486df0007abc57c,100.0,pass3-exact
PRIME: CBS NEWS BOSTON RAW,CBS NEWS BOSTON,,pass3_pluto,5eb1af2ad345340008fccd1e,100.0,pass3-exact
PRIME: CBS NEWS CHICAGO RAW,CBS NEWS CHICAGO,,pass3_pluto,62cdc75b1a1cbd0007ed45dc,100.0,pass3-exact
PRIME: CBS NEWS COLORADO RAW,CBS NEWS COLORADO,,pass3_pluto,5eb1b12146cba40007aa7e5d,100.0,pass3-exact
PRIME: CBS NEWS DETROIT RAW,CBS NEWS DETROIT,,pass3_pluto,634f2610d5023700078f7dee,100.0,pass3-exact
PRIME: CBS NEWS LOS ANGELES RAW,CBS NEWS LOS ANGELES,,pass3_pluto,5dc9b875e280c80009a8a44a,100.0,pass3-exact
PRIME: CBS NEWS MINNESOTA RAW,CBS NEWS MINNESOTA,,pass3_pluto,5eb1b0bf2240d8000732a09c,100.0,pass3-exact
PRIME: CBS NEWS NEW YORK RAW,CBS NEWS NEW YORK,,pass3_pluto,5dc9b8223687ff000936ed79,100.0,pass3-exact
PRIME: CBS NEWS PHILADELPHIA RAW,CBS NEWS PHILADELPHIA,,pass3_pluto,5eb1b05ea168cc000767ba67,100.0,pass3-exact
PRIME: CBS NEWS PITTSBURGH RAW,CBS NEWS PITTSBURGH,,pass3_pluto,5eb1b17aa5277e00083f6521,100.0,pass3-exact
PRIME: CBS NEWS TEXAS RAW,CBS NEWS TEXAS,,pass3_pluto,5eceb0d4065c240007688ec6,100.0,pass3-exact
PRIME: CBS NORFOLK (WTKR) RAW,CBS NORFOLK (WTKR),,locals,WTKR-DT.us_locals1,99.0,callsign
PRIME: CBS OMAHA NEWS (KMTV) RAW,CBS OMAHA NEWS (KMTV),,locals,KMTV-DT.us_locals1,99.0,callsign
PRIME: CBS RICHMOND NEWS (WTVR) RAW,CBS RICHMOND NEWS (WTVR),,locals,WTVR-DT.us_locals1,99.0,callsign
PRIME: CBS SALT LAKE CITY (KUTV) RAW,CBS SALT LAKE CITY (KUTV),,locals,KUTV-DT.us_locals1,99.0,callsign
PRIME: CBS SOUTH BEND NEWS (WSBT) RAW,CBS SOUTH BEND NEWS (WSBT),,locals,WSBT-DT.us_locals1,99.0,callsign
PRIME: CBS SPORTS GOLAZO NETWORK RAW,CBS SPORTS GOLAZO NETWORK,,us2,CBS.Sports.Golazo.Network.us2,98.0,exact
PRIME: CBS WEST PALM BEACH NEWS (WPEC) RAW,CBS WEST PALM BEACH NEWS (WPEC),,locals,WPEC-DT.us_locals1,99.0,callsign
PRIME: CELEBRITY NAME GAME RAW,CELEBRITY NAME GAME,,pass3_samsung,US1900010IY,100.0,pass3-exact
PRIME: CHAOS ON CAM BY A&E RAW,CHAOS ON CAM BY A&E,,pass3_roku,99e44ea6699928b32c444dce774b9b32,100.0,pass3-exact
PRIME: CHEATERS RAW,CHEATERS,,pass3_samsung,USBD3500031F3,100.0,pass3-exact
PRIME: CINE DE ORO RAW,CINE DE ORO,,pass3_samsung,USBD2700005KL,100.0,pass3-exact
PRIME: CINE RETRO RAW,CINE RETRO,,pass3_samsung,USBD2500022U5,100.0,pass3-exact
PRIME: CINEMAX EAST RAW,CINEMAX EAST,,amazon_direct,amazon::Cinemax HD East,100.0,amazon-exact
PRIME: CINEMAX WEST RAW,CINEMAX WEST,,amazon_direct,amazon::Cinemax West,100.0,amazon-exact
PRIME: CINEVAULT CLASSICS RAW,CINEVAULT CLASSICS,,us2,Cinevault.Classics.us2,98.0,exact
PRIME: CINEVAULT RAW,CINEVAULT,,us2,CINEVAULT.us2,98.0,exact
PRIME: CINEVAULT WESTERNS RAW,CINEVAULT WESTERNS,,us2,CINEVAULT.Westerns.us2,98.0,exact
PRIME: CIRCLE COUNTRY RAW,CIRCLE COUNTRY,,us2,Circle.Country.us2,98.0,exact
PRIME: CITYTV CALGARY RAW,CITYTV CALGARY,,pass3_canada,Citytv.Calgary.HD.ca2,100.0,pass3-exact
PRIME: CITYTV EDMONTON RAW,CITYTV EDMONTON,,pass3_canada,Citytv.Edmonton.ca2,100.0,pass3-exact
PRIME: CITYTV MONTREAL RAW,CITYTV MONTREAL,,pass3_canada,Citytv.Montreal.HD.ca2,100.0,pass3-exact
PRIME: CITYTV VANCOUVER RAW,CITYTV VANCOUVER,,pass3_canada,Citytv.Vancouver.ca2,100.0,pass3-exact
PRIME: CLASSIC CAR AUCTIONS RAW,CLASSIC CAR AUCTIONS,,pass3_plex_mjh,6a1610bebdf296985fd95603-67c614985908ba2cc8775bf5,100.0,pass3-exact
PRIME: CLASSIC CINEMA RAW,CLASSIC CINEMA,,pass3_plex_mjh,6a1610bebdf296985fd95603-69d93cda8061ebfbca58c326,100.0,pass3-exact
PRIME: CLASSIC DOCTOR WHO RAW,CLASSIC DOCTOR WHO,,pass3_roku,d5381e91f6f651d0a933e7e51fdadc7c,100.0,pass3-exact
PRIME: CNN HEADLINES RAW,CNN HEADLINES,,pass3_plex_mjh,6a1610bebdf296985fd95603-66b4fcc2530e39ea2ee79545,100.0,pass3-exact
PRIME: CNN INTERNATIONAL RAW,CNN INTERNATIONAL,,amazon_direct,amazon::CNN International,100.0,amazon-fuzzy
PRIME: CNN ORIGINALS RAW,CNN ORIGINALS,,amazon_direct,amazon::CNN Originals,100.0,amazon-exact
PRIME: CNN RAW,CNN,,us2,CNN.HD.us2,98.0,exact
PRIME: COLD CASE FILES RAW,COLD CASE FILES,,pass3_samsung,USBC390002256,100.0,pass3-exact
PRIME: COMBAT WAR CHANNEL RAW,COMBAT WAR CHANNEL,,pass3_plex_mjh,6a1610bebdf296985fd95603-65e87f35335524a69e8e0ce1,100.0,pass3-exact
PRIME: COME DINE WITH ME RAW,COME DINE WITH ME,,pass3_plex_mjh,6a1610bebdf296985fd95603-68e03e7b18c739b4d91a6a5b,100.0,pass3-exact
PRIME: COMEDY DYNAMICS RAW,COMEDY DYNAMICS,,pass3_samsung,USBD7000145C,100.0,pass3-exact
PRIME: COMO DICE EL DICHO RAW,COMO DICE EL DICHO,,amazon_direct,amazon::Como Dice el Dicho,100.0,amazon-exact
PRIME: CONFESS BY NOSEY RAW,CONFESS BY NOSEY,,pass3_whaletv,Confess.by.Nosey.us,100.0,pass3-exact
PRIME: CORNER GAS RAW,CORNER GAS,,pass3_plex_mjh,6a1610bebdf296985fd95603-66ce3cf459062698a13c39df,100.0,pass3-exact
PRIME: COURT TV LEGENDARY TRIALS RAW,COURT TV LEGENDARY TRIALS,,plex,plex.tv.Court.TV.Legendary.Trials.plex,95.0,fuzzy
PRIME: COURT TV RAW,COURT TV,,us2,Court.TV.us2,98.0,exact
PRIME: CRIME & JUSTICE RAW,CRIME & JUSTICE,,pass3_plex_mjh,6a1610bebdf296985fd95603-64224b7a7e28069f56b5d894,100.0,pass3-exact
PRIME: CRIME + INVESTIGATION PLAY RAW,CRIME + INVESTIGATION PLAY,,pass3_canada,Crime.Plus.Investigation.SD.ca2,95.0,pass3-fuzzy
PRIME: CRIME SCENE TV | DE RAW,CRIME SCENE TV | DE,,pass3_rakuten,DE:.Crime.Scene.TV.be,100.0,pass3-fuzzy
PRIME: CRIME SCENES RAW,CRIME SCENES,,pass3_roku,e9b7110443305dea8b639880920644f9,100.0,pass3-exact
PRIME: CRIME THRILLHER RAW,CRIME THRILLHER,,pass3_samsung,USBB52000236D,100.0,pass3-exact
PRIME: CRIMEN RAW,CRIMEN,,pass3_pluto,6732499ce40c4a0008bb9894,100.0,pass3-exact
PRIME: CRUNCHYROLL RAW,CRUNCHYROLL,,pass3_pluto,65652f7fc0fc88000883537a,100.0,pass3-exact
PRIME: CSI RAW,CSI,,amazon_direct,amazon::CSI,100.0,amazon-exact
PRIME: CURIOSITY NOW RAW,CURIOSITY NOW,,us2,Curiosity.NOW.us2,98.0,exact
PRIME: CW FOREVER RAW,CW FOREVER,,pass3_samsung,US25000075Y,100.0,pass3-exact
PRIME: CW GOLD RAW,CW GOLD,,pass3_samsung,US25000063S,100.0,pass3-exact
PRIME: DANCE MOMS RAW,DANCE MOMS,,pass3_samsung,USBC3900021HS,100.0,pass3-exact
PRIME: DATELINE 24/7 RAW,DATELINE 24/7,,amazon_direct,amazon::Dateline 24/7,100.0,amazon-fuzzy
PRIME: DEAL OR NO DEAL RAW,DEAL OR NO DEAL,,pass3_pluto,5e9debf8c881310007d7bde1,100.0,pass3-exact
PRIME: DEAL ZONE RAW,DEAL ZONE,,pass3_samsung,USBB52000246M,100.0,pass3-exact
PRIME: DEATH VALLEY DAYS RAW,DEATH VALLEY DAYS,,pass3_samsung,US2900007HA,100.0,pass3-exact
PRIME: DEFA TV RAW,DEFA TV,,pass3_rakuten,DE:.DEFA.TV.be,95.0,pass3-fuzzy
PRIME: DEGRASSI RAW,DEGRASSI,,pass3_pluto,5c6eeb85c05dfc257e5a50c4,100.0,pass3-exact
PRIME: DESIGNATED SURVIVOR RAW,DESIGNATED SURVIVOR,,pass3_samsung,US1800019OC,100.0,pass3-exact
PRIME: DINOS 24/7 RAW,DINOS 24/7,,us2,BBC.Dinos.24/7.us2,95.0,fuzzy
PRIME: DISCOVERY CHANNEL RAW,DISCOVERY CHANNEL,,us2,Discovery.Channel.HD.us2,98.0,exact
PRIME: DISCOVERY INVESTIGATION RAW,DISCOVERY INVESTIGATION,,us2,Investigation.Discovery.HD.(Pacific).us2,95.0,fuzzy
PRIME: DISNEY CHANNEL RAW,DISNEY CHANNEL,,us2,Disney.Channel.HD.us2,98.0,exact
PRIME: DIVORCE COURT RAW,DIVORCE COURT,,pass3_samsung,USBD300006A6,100.0,pass3-exact
PRIME: DOG THE BOUNTY HUNTER RAW,DOG THE BOUNTY HUNTER,,pass3_samsung,US900002IH,100.0,pass3-exact
PRIME: DON'T TELL THE BRIDE RAW,DON'T TELL THE BRIDE,,pass3_plex_mjh,6a1610bebdf296985fd95603-635847d0d3a668f1cafc1f9d,100.0,pass3-exact
PRIME: DP WORLD TOUR RAW,DP WORLD TOUR,,pass3_roku,1ed31f20da28c3a16c60a24d30f9be06,100.0,pass3-exact
PRIME: DR G MEDICAL EXAMINER RAW,DR G MEDICAL EXAMINER,,plex,plex.tv.Dr..G:.Medical.Examiner.plex,95.0,fuzzy
PRIME: DR. G: MEDICAL EXAMINER RAW,DR. G: MEDICAL EXAMINER,,plex,plex.tv.Dr..G:.Medical.Examiner.plex,95.0,fuzzy
PRIME: DR. PHIL RAW,DR. PHIL,,pass3_plex_mjh,6a1610bebdf296985fd95603-66e4cbef38de9754b6b13e90,100.0,pass3-exact
PRIME: DREAMWORKS RAW,DREAMWORKS,,pass3_australia,DreamWorks.au,100.0,pass3-exact
PRIME: DTOUR RAW,DTOUR,,pass3_canada,DTour.HD.ca2,100.0,pass3-exact
PRIME: DUCK DYNASTY RAW,DUCK DYNASTY,,pass3_roku,34d90b2ece59551f9bd3257d7d132c25,100.0,pass3-exact
PRIME: E! KEEPING UP RAW,E! KEEPING UP,,pass3_samsung,US18000133I,100.0,pass3-exact
PRIME: EARTHDAY 365 RAW,EARTHDAY 365,,pass3_roku,0a4f2ecbb9d3f127aa5fc5f31be22842,100.0,pass3-exact
PRIME: EBONY TV BY LIONSGATE RAW,EBONY TV BY LIONSGATE,,pass3_samsung,USBD2500012DH,100.0,pass3-exact
PRIME: EIN ENGEL AUF ERDEN RAW,EIN ENGEL AUF ERDEN,,pass3_rakuten,DE:.Ein.Engel.auf.Erden.be,95.0,pass3-fuzzy
PRIME: EL REY REBEL RAW,EL REY REBEL,,pass3_pluto,691d1200c2185a44642f5e7c,100.0,pass3-exact
PRIME: ELECTRIC NOW RAW,ELECTRIC NOW,,pass3_roku,15cc44e50d8453e18f21ea37713319c5,100.0,pass3-exact
PRIME: ESPN OCHO RAW,ESPN OCHO,,us2,ESPN8.The.Ocho.us2,94.7,fuzzy
PRIME: ESTRELLA NEWS RAW,ESTRELLA NEWS,,us2,ESTRELLA.NEWS.us2,98.0,exact
PRIME: ESTRELLA TV RAW,ESTRELLA TV,,us2,Estrella.TV.us2,98.0,exact
PRIME: ET RAW,ET,,pass3_pluto,5dc0c78281eddb0009a02d5e,100.0,pass3-exact
PRIME: EURO CRIME RAW,EURO CRIME,,pass3_rakuten,FI:.Euro.Crime.Channel.be,95.0,pass3-fuzzy
PRIME: EURONEWS RAW,EURONEWS,,pass3_uk,Euronews.uk,100.0,pass3-exact
PRIME: EXTREME LIVING RAW,EXTREME LIVING,,pass3_roku,687995812bc843a56232473877273766,100.0,pass3-exact
PRIME: EXTREME MAKEOVER: HOME EDITION RAW,EXTREME MAKEOVER: HOME EDITION,,pass3_roku,66e4580584a7e0cdc04e8e451f637999,100.0,pass3-exact
PRIME: FAIL ARMY DE RAW,FAIL ARMY DE,,pass3_rakuten,DE:.Fail.Army.be,100.0,pass3-fuzzy
PRIME: FAMILY FEUD RAW,FAMILY FEUD,,pass3_pluto,672e4d915534bb0008c50168,100.0,pass3-exact
PRIME: FAMILY UNSCRIPTED RAW,FAMILY UNSCRIPTED,,pass3_plex_mjh,6a1610bebdf296985fd95603-66a2b6ebf7180d8d2ca77f5e,100.0,pass3-exact
PRIME: FANDUEL SPORTS NETWORK DETROIT RAW,FANDUEL SPORTS NETWORK DETROIT,,pass3_fanduel,FanDuel.Sports.Network.Detroit.HD.us,100.0,pass3-exact
PRIME: FANDUEL SPORTS NETWORK EXTRA RAW,FANDUEL SPORTS NETWORK EXTRA,,pass3_fanduel,FanDuel.Sports.Network.Detroit.Extra.us,95.0,pass3-fuzzy
PRIME: FARSCAPE RAW,FARSCAPE,,pass3_plex_mjh,6a1610bebdf296985fd95603-635195e9ccee3e1547a8831a,100.0,pass3-exact
PRIME: FEAR FACTOR USA RAW,FEAR FACTOR USA,,pass3_samsung,USBB2300002Q6,95.0,pass3-fuzzy
PRIME: FGTEEV RAW,FGTEEV,,pass3_roku,e63d49e8acd7557596d091b3fa262999,100.0,pass3-exact
PRIME: FIFA+ RAW,FIFA+,,pass3_samsung,USBD12000255B,100.0,pass3-exact
PRIME: FIFTH GEAR RAW,FIFTH GEAR,,pass3_rakuten,UK:.Fifth.Gear.be,95.0,pass3-fuzzy
PRIME: FILMGOLD RAW,FILMGOLD,,pass3_rakuten,DE:.FilmGold.be,95.0,pass3-fuzzy
PRIME: FILMRISE ACTION RAW,FILMRISE ACTION,,pass3_plex_mjh,6a1610bebdf296985fd95603-66ea0504c24d95b51b7cd189,100.0,pass3-exact
PRIME: FILMRISE BINGE WATCH RAW,FILMRISE BINGE WATCH,,pass3_rakuten,FR:.FilmRise.Binge.Watch.be,95.0,pass3-fuzzy
PRIME: FILMRISE BLACK TV RAW,FILMRISE BLACK TV,,pass3_roku,885d5897052b53709a83c4947174cd09,100.0,pass3-exact
PRIME: FILMRISE BRITISH TV RAW,FILMRISE BRITISH TV,,pass3_roku,dead0e7a46da533c94c61c8710ef3418,100.0,pass3-exact
PRIME: FILMRISE CLASSIC TV RAW,FILMRISE CLASSIC TV,,pass3_roku,e2e10d08139b56aba73a448f5555b6fd,100.0,pass3-exact
PRIME: FILMRISE FREE MOVIES RAW,FILMRISE FREE MOVIES,,pass3_roku,d6f71998860459eca1bed73db5988330,100.0,pass3-exact
PRIME: FILMRISE TRUE CRIME RAW,FILMRISE TRUE CRIME,,pass3_plex_mjh,6a1610bebdf296985fd95603-646e489b58898bf3be94b325,100.0,pass3-exact
PRIME: FLAVOUR NETWORK RAW,FLAVOUR NETWORK,,pass3_canada,Flavour.Network.HD.ca2,100.0,pass3-exact
PRIME: FOOD NETWORK RAW,FOOD NETWORK,,us2,Food.Network.HD.us2,98.0,exact
PRIME: FORENSIC FILES RAW,FORENSIC FILES,,pass3_pluto,5bb1af6a268cae539bcedb0a,100.0,pass3-exact
PRIME: FOX 5 WASHINGTON DC RAW,FOX 5 WASHINGTON DC,,amazon_direct,"amazon::FOX 5 Washington, DC",100.0,amazon-exact
PRIME: FOX BALTIMORE NEWS (WBFF) RAW,FOX BALTIMORE NEWS (WBFF),,locals,WBFF-DT.us_locals1,99.0,callsign
PRIME: FOX FORT MYERS NEWS (WFTX) RAW,FOX FORT MYERS NEWS (WFTX),,locals,WFTX-DT.us_locals1,99.0,callsign
PRIME: FOX FRESNO NEWS (KMPH) RAW,FOX FRESNO NEWS (KMPH),,locals,KMPH-DT.us_locals1,99.0,callsign
PRIME: FOX GRAND RAPIDS NEWS (WXMI) RAW,FOX GRAND RAPIDS NEWS (WXMI),,locals,WXMI-DT.us_locals1,99.0,callsign
PRIME: FOX GREEN BAY NEWS (WLUK) RAW,FOX GREEN BAY NEWS (WLUK),,locals,WLUK-DT.us_locals1,99.0,callsign
PRIME: FOX MEMPHIS NEWS (WHBQ) RAW,FOX MEMPHIS NEWS (WHBQ),,locals,WHBQ-DT.us_locals1,99.0,callsign
PRIME: FOX OKLAHOMA CITY (KOKH) RAW,FOX OKLAHOMA CITY (KOKH),,locals,KOKH-DT.us_locals1,99.0,callsign
PRIME: FOX SALT LAKE CITY NEWS (KSTU) RAW,FOX SALT LAKE CITY NEWS (KSTU),,locals,KSTU-DT.us_locals1,99.0,callsign
PRIME: FOX SOUL RAW,FOX SOUL,,amazon_direct,amazon::FOX Soul,100.0,amazon-exact
PRIME: FOX TULSA NEWS (KOKI) RAW,FOX TULSA NEWS (KOKI),,locals,KOKI-DT.us_locals1,99.0,callsign
PRIME: FOX WEATHER RAW,FOX WEATHER,,amazon_direct,amazon::FOX Weather,100.0,amazon-exact
PRIME: FV AMC EN ESPAÑOL US RAW,FV AMC EN ESPAÑOL US,,pass3_samsung,USBD7000017L,95.0,pass3-fuzzy
PRIME: FX RAW,FX,,us2,FX.HD.us2,98.0,exact
PRIME: FXX CANADA RAW,FXX CANADA,,pass3_canada,FXX.Canada.ca2,100.0,pass3-exact
PRIME: GALANES RAW,GALANES,,pass3_samsung,USBD2700002DU,100.0,pass3-exact
PRIME: GAME SHOW CENTRAL RAW,GAME SHOW CENTRAL,,pass3_pluto,5e54187aae660e00093561d6,100.0,pass3-exact
PRIME: GENERAL HOSPITAL RAW,GENERAL HOSPITAL,,pass3_roku,4b60ec5efcacd29014e53227575a3bdc,100.0,pass3-exact
PRIME: GET COMEDY RAW,GET COMEDY,,pass3_samsung,US350000563,100.0,pass3-exact
PRIME: GHOST HUNTERS RAW,GHOST HUNTERS,,pass3_pluto,64e561a4354251000823a0e0,100.0,pass3-exact
PRIME: GHOSTS ARE REAL RAW,GHOSTS ARE REAL,,pass3_roku,f2dbaed0a18d5488a19038cee2660d6f,100.0,pass3-exact
PRIME: GLOBAL BC RAW,GLOBAL BC,,pass3_canada,Global.BC.HD.ca2,100.0,pass3-exact
PRIME: GLOBAL CALGARY RAW,GLOBAL CALGARY,,pass3_canada,Global.Calgary.ca2,100.0,pass3-exact
PRIME: GLOBAL EDMONTON RAW,GLOBAL EDMONTON,,pass3_canada,Global.Edmonton.ca2,100.0,pass3-exact
PRIME: GLOBAL MARITIMES RAW,GLOBAL MARITIMES,,pass3_canada,Global.Maritimes.ca2,100.0,pass3-exact
PRIME: GLOBAL NEWS CALGARY RAW,GLOBAL NEWS CALGARY,,pass3_canada,Global.Calgary.HD.ca2,95.0,pass3-fuzzy
PRIME: GLOBAL NEWS TORONTO RAW,GLOBAL NEWS TORONTO,,pass3_canada,Global.Toronto.HD.ca2,95.0,pass3-fuzzy
PRIME: GLORY KICKBOXING RAW,GLORY KICKBOXING,,pass3_plex_mjh,6a1610bebdf296985fd95603-63f914bffe2c3d32e1a7929f,100.0,pass3-exact
